SurveyID,Passcode,Progress,Duration (in seconds),Finished,RecordedDate,Q1_CoySH,Q2_CatSH,Q3_1_CoyNE,Q3_2_CoyBE,Q3_3_CoyWat,Q3_4_CoyFS,Q3_5_CoyFed,Q3_6_CoyPA,Q3_7_CoyOther,Q4_1_CatNE,Q4_2_CatBE,Q4_3_CatWat,Q4_4_CatFS,Q4_5_CatFed,Q4_6_CatTouch,Q4_7_CatPA,Q4_8_CatOther,Q5_1_MyCat,Q5_2_NeighCat,Q5_3_Stray,Q5_4_Unsure,Q6_1_CoyTh,Q6_2_CoyIH,Q6_3_CoyIE,Q6_4_CoyThCat,Q6_5_CoyEF,Q6_6_CoyFM,Q6_7_CoyBeau,Q6_8_CoyKO,Q7_1_CatThB,Q7_2_CatRod,Q7_3_CatIH,Q7_4_CatWO,Q7_5_CatFM,Q7_6_CatBeau,Q7_7_CatKO,Q8_1_GenN,Q8_2_GenGS,Q8_3_GenECoy,Q8_4_GenECat,Q8_5_GenVeg,Q8_6_GenYard,Q8_7_GenUY,Q9_1_CatOut,Q9_2_TreeVeg,Q9_3_Exter,Q9_4_Trap,Q9_5_Lights,Q9_6_PetFood,Q9_7_DogOff,Q9_8_LockTrash,Q9_9_Prune,Q9_10_PestHerb,Q9_11_CreateHab,Q9_12_Other,Q10_1_Bbath,Q10_2_Bfeed,Q10_3_Fence,Q10_4_Flower,Q10_5_Fruit,Q10_6_Water,Q10_7_Veg,Q10_8_Wind,Q10_9_Woodpile,Q10_10_Other,Q11_1_Grass,Q11_2_Hardscape,Q11_3_Veg,Q11_4_Mulch,Q11_5_Shrub,Q11_6_Tree,Q11_7_Other,Q12_1_WLove,Q12_2_WProtect,Q12_3_WUse,Q12_4_WControl,Q12_5_WEmbrace,Q12_6_WExplore,Q12_7_WStudy,Q12_8_WAvoid,Q12_9_WCare,Q12_10_WIgnore,Q12_11_WUnderst,Q12_12_WAdmire,Q12_13_WRespect,Q13_Age,Q14_1_Female,Q14_2_Male,Q14_3_Non,Q14_4_NA,Q15_Place,Camera_Site_ID,Latitude,Longitude,TotalCoyotes,TotalCats,OBJECTID,Join_Count,TARGET_FID,COUNTY,POP_INC,INC_0_P,INC_50_P,INC_100_P,INC_125_P,INC_150_P,INC_185_P,INC_200_P,LOW_INC_P,OBJECTID_1,Join_Count_1,TARGET_FID_1,COUNTY_1,POP,WHITE_A_P,BLACK_A_P,AIAN_A_P,ASIAN_A_P,NHPI_A_P,OTHER_A_P,MULTI_P,WHITE_NH_P,BLACK_NH_P,AIAN_NH_P,ASIAN_NH_P,NHPI_NH_P,OTHER_NH_P,MULTI_NH_P,HISPANIC_P,WHITE_C_P,BLACK_C_P,AIAN_C_P,ASIAN_C_P,NHPI_C_P,OTHER_C_P,POC_P,OBJECTID_12,Join_Count_12,TARGET_FID_12,COUNTY_12,POP_1,AGE_0_P,AGE_5_P,AGE_18_P,AGE_35_P,AGE_65_P,AGE_75_P,MALE_P,FEMALE_P,POP_C_1,OBJECTID_12_13,Join_Count_12_13,COUNTY_12_13,POP_25,ED_LT_HS_P,ED_HS_P,ED_ASSOC_P,ED_BACH_P,ED_GRAD_P,AREA_12_13
20,1905,100,956,1,9/29/24 23:27,52,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,-1,-1,1,1,-1,-1,-99,1,0,1,-1,-1,0,-1,1,1,0,0,0,-1,-1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,1,1,0,50,0,15,25,0,15,0,1,1,0,-1,0,1,-1,-1,-1,1,0,1,-99,5,1,0,0,0,5,POOR-W01-GHP,45.4758,-123,4.6371,0,8,4,24,51,2432,6.3,2.4,2.5,1,9.3,2.2,76.6,23.4,8,4,24,51,2543,82,4.2,0,3.2,0,3.1,7.4,71.6,4.2,0,3.2,0,1,6.7,13.6,89.4,4.8,5.4,4.1,0,4.5,28.4,8,4,24,069,2543,1.9,10.9,47.6,32.8,6.6,0,52.9,47.1,11,8,4,51,2056,0,5.3,28.2,40.2,26,8465182.576
21,1918,100,1054,1,10/1/24 11:49,104,0.5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,-1,2,2,1,-1,-1,2,-1,2,0,0,0,-1,1,-1,2,2,2,-1,2,2,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,20,10,0,0,10,40,20,2,2,0,0,2,1,2,-1,2,0,2,1,2,3,1,0,0,0,5,POOR-W01-GHP,45.4758,-123,4.6371,0,8,4,24,51,2432,6.3,2.4,2.5,1,9.3,2.2,76.6,23.4,8,4,24,51,2543,82,4.2,0,3.2,0,3.1,7.4,71.6,4.2,0,3.2,0,1,6.7,13.6,89.4,4.8,5.4,4.1,0,4.5,28.4,8,4,24,072,2543,1.9,10.9,47.6,32.8,6.6,0,52.9,47.1,11,8,4,51,2056,0,5.3,28.2,40.2,26,8465182.576
22,9609,100,415,1,10/1/24 17:33,26,104,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,-1,1,1,0,-1,-1,1,0,2,-1,-1,2,0,-1,2,1,1,1,-1,2,2,2,0,1,0,1,0,0,0,0,1,0,1,0,1,1,1,1,1,0,1,0,1,0,50,5,15,2.5,7.5,20,0,2,2,1,0,1,1,2,-1,1,-1,1,1,2,2,0,1,0,0,15,POOR-E21-BAR,45.481,-122,0.4032,4.2339,5,3,18,51,7664,8.8,6.7,16.2,3.4,9.5,4.2,51.2,48.8,5,3,18,51,7664,80.3,0,1.8,2.8,0,3.7,11.2,66.4,0,1.8,2.8,0,1,3.4,25,91.2,1.2,3.4,3.8,1,11.8,33.6,5,3,18,054,7664,9.3,19.4,24.2,39.8,4.1,3.3,47.8,52.2,10.9,5,3,51,4538,17.6,30,33.8,17.1,1.5,30292872.59
23,9614,100,384,1,10/1/24 17:33,0,52,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,-1,1,2,0,-1,-1,2,-1,1,1,-1,-1,-1,2,0,1,1,0,0,1,0,-1,1,1,0,0,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0,1,0,0,0,85,0,1,12,2,0,2,2,-1,0,2,2,2,0,2,0,2,2,2,5,1,0,0,0,15,POOR-E21-BAR,45.481,-122,0.4032,4.2339,5,3,18,51,7664,8.8,6.7,16.2,3.4,9.5,4.2,51.2,48.8,5,3,18,51,7664,80.3,0,1.8,2.8,0,3.7,11.2,66.4,0,1.8,2.8,0,1,3.4,25,91.2,1.2,3.4,3.8,1,11.8,33.6,5,3,18,058,7664,9.3,19.4,24.2,39.8,4.1,3.3,47.8,52.2,10.9,5,3,51,4538,17.6,30,33.8,17.1,1.5,30292872.59
24,10429,100,712,1,10/1/24 17:33,26,104,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,2,-1,0,1,0,0,1,0,-1,-1,2,-1,0,0,-1,0,2,1,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,33,33,2,10,19,3,0,1,2,-1,0,1,2,2,0,2,0,2,2,2,5,1,0,0,0,16,POOR-E22-HWF,45.4692,-122,2.4194,0,6,1,19,51,6176,4,1.2,2.4,6.1,2.1,2.7,81.4,18.6,6,1,19,51,6203,86.9,1,1,1.2,0,0,10.3,76.7,1,1,1.2,0,0,9.8,10.7,96.9,2.1,3,6,0,2,23.3,6,1,19,055,6203,5.1,20.6,17,41.8,11.5,4.1,53.9,46.1,6.8,6,1,51,4150,7.9,25.3,37.4,20.5,8.9,386525957.5
25,483,100,575,1,10/1/24 17:33,26,104,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,-1,1,1,1,-1,-1,1,-1,-1,1,1,-1,-1,1,-1,1,1,1,1,1,-1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,40,20,0,10,20,10,0,1,1,1,-1,1,1,1,-1,1,-1,1,1,1,4,1,0,0,0,2,POOR-W13-BLP,45.5558,-123,6.8548,0,9,2,33,67,10179,4.4,2.8,1.5,1.8,1,0,88.6,11.4,9,2,33,67,10179,41.4,2.2,0,44.7,0,5.2,6.4,36.6,2.2,0,44.7,0,1,3,12.8,47.6,2.7,1,47.3,0,8.2,63.4,9,2,33,068,10179,6.6,21.6,25.2,41.1,3.7,1.8,49.2,50.8,5.3,9,2,67,6638,1.9,12.7,22.5,30.2,32.8,206228433.4
26,9610,100,340,1,10/1/24 17:33,0,12,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,-1,0,1,2,-1,-1,0,-1,2,0,-1,2,-1,0,-1,1,2,0,0,2,2,2,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,0,0,30,15,0,0,20,35,0,0,2,-1,1,1,2,2,0,-1,-1,2,0,2,5,0,1,0,0,13,POOR-E21-BAR,45.481,-122,0.4032,4.2339,5,3,18,51,7664,8.8,6.7,16.2,3.4,9.5,4.2,51.2,48.8,5,3,18,51,7664,80.3,0,1.8,2.8,0,3.7,11.2,66.4,0,1.8,2.8,0,1,3.4,25,91.2,1.2,3.4,3.8,1,11.8,33.6,5,3,18,055,7664,9.3,19.4,24.2,39.8,4.1,3.3,47.8,52.2,10.9,5,3,51,4538,17.6,30,33.8,17.1,1.5,30292872.59
27,3491,100,454,1,10/1/24 17:33,6,104,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,-1,0,2,1,-1,-1,-1,0,2,-1,2,2,-1,0,1,2,2,0,0,2,1,2,0,0,0,0,1,0,0,0,1,0,1,0,1,1,1,1,0,0,1,0,0,0,10,10,5,20,45,10,0,2,2,-1,-1,1,2,2,0,2,-1,2,2,2,5,1,0,0,0,7,POOR-S01-GBP,45.472,-123,1.0081,0.6048,7,6,20,51,3269,3.1,2.7,1.2,1.9,1.8,0,88.9,11.1,7,6,20,51,3386,74.5,3,0,10.7,0,0,11.7,73.5,3,0,10.7,0,0,10.4,2.4,86.3,5.2,0,18.7,0,1.5,26.5,7,6,20,052,3386,2.3,20.7,15.7,41.3,11.4,8.6,44.6,55.4,9.2,7,6,51,2404,1,11.4,19.8,40.3,27.9,19944172.83
28,490,100,209,1,10/1/24 17:34,0,104,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,-1,1,2,1,-1,-1,0,-1,2,1,-1,2,-1,0,1,2,1,1,0,1,2,2,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,1,1,1,20,20,0,20,15,20,5,2,2,0,1,2,2,2,-1,1,-1,2,2,2,5,0,1,0,0,2,POOR-W13-BLP,45.5558,-123,6.8548,0,9,2,33,67,10179,4.4,2.8,1.5,1.8,1,0,88.6,11.4,9,2,33,67,10179,41.4,2.2,0,44.7,0,5.2,6.4,36.6,2.2,0,44.7,0,1,3,12.8,47.6,2.7,1,47.3,0,8.2,63.4,9,2,33,070,10179,6.6,21.6,25.2,41.1,3.7,1.8,49.2,50.8,5.3,9,2,67,6638,1.9,12.7,22.5,30.2,32.8,206228433.4
29,488,100,717,1,10/1/24 17:34,104,26,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,-1,0,1,2,0,-1,0,-1,1,1,0,-1,-1,0,0,1,2,0,-1,2,2,2,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,1,1,0,1,1,0,0,40,10,10,0,20,20,0,2,2,2,0,1,2,2,-1,2,-1,2,2,2,5,0,1,0,0,2,POOR-W13-BLP,45.5558,-123,6.8548,0,9,2,33,67,10179,4.4,2.8,1.5,1.8,1,0,88.6,11.4,9,2,33,67,10179,41.4,2.2,0,44.7,0,5.2,6.4,36.6,2.2,0,44.7,0,1,3,12.8,47.6,2.7,1,47.3,0,8.2,63.4,9,2,33,069,10179,6.6,21.6,25.2,41.1,3.7,1.8,49.2,50.8,5.3,9,2,67,6638,1.9,12.7,22.5,30.2,32.8,206228433.4
30,13,100,288,1,10/1/24 17:34,12,12,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,-1,2,2,0,-1,0,2,0,-1,2,2,0,0,2,-1,2,2,2,2,2,2,2,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,20,15,10,40,10,5,0,2,2,2,0,2,2,2,-1,2,-1,2,2,2,-99,-99,-99,-99,-99,1,POOR-W17-GHC,45.5978,-123,0,16.7339,10,2,37,67,1328,0,0,1,1,1,1.2,95.9,4.1,10,2,37,67,1329,75.4,0,0,0,0,7.1,17.4,73.1,0,0,0,0,0,4.1,22.6,92.8,4.5,1.1,0,0,19,26.9,10,2,37,068,1329,1.7,22,12.2,44.8,12.9,6.4,54.9,45.1,10.5,10,2,67,910,7,29,35.2,16.4,12.4,696767837.2
31,1866,100,435,1,10/1/24 17:34,52,12,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,-1,0,-1,1,0,-1,1,0,-1,1,2,2,0,-1,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,30,0,0,40,30,0,1,1,-1,0,0,1,1,0,1,-1,1,0,1,3,0,1,0,0,5,POOR-W01-GHP,45.4758,-123,4.6371,0,8,4,24,51,2432,6.3,2.4,2.5,1,9.3,2.2,76.6,23.4,8,4,24,51,2543,82,4.2,0,3.2,0,3.1,7.4,71.6,4.2,0,3.2,0,1,6.7,13.6,89.4,4.8,5.4,4.1,0,4.5,28.4,8,4,24,053,2543,1.9,10.9,47.6,32.8,6.6,0,52.9,47.1,11,8,4,51,2056,0,5.3,28.2,40.2,26,8465182.576
32,16,100,461,1,10/1/24 17:34,26,104,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,2,-1,-1,2,2,2,-1,0,-1,0,0,-1,-1,2,0,1,1,-1,1,1,0,-1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,70,0,0,0,5,0,0,1,1,1,1,1,1,2,0,1,-1,1,1,1,4,1,0,0,0,1,POOR-W17-GHC,45.5978,-123,0,16.7339,10,2,37,67,1328,0,0,1,1,1,1.2,95.9,4.1,10,2,37,67,1329,75.4,0,0,0,0,7.1,17.4,73.1,0,0,0,0,0,4.1,22.6,92.8,4.5,1.1,0,0,19,26.9,10,2,37,069,1329,1.7,22,12.2,44.8,12.9,6.4,54.9,45.1,10.5,10,2,67,910,7,29,35.2,16.4,12.4,696767837.2
33,3495,100,235,1,10/1/24 17:34,52,104,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,-1,0,2,1,1,1,1,1,1,1,-1,-1,1,-1,1,1,-1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,1,1,1,1,0,1,1,0,0,50,0,5,0,5,40,0,2,2,-1,1,2,2,2,1,2,-1,2,2,2,5,1,0,0,0,7,POOR-S01-GBP,45.472,-123,1.0081,0.6048,7,6,20,51,3269,3.1,2.7,1.2,1.9,1.8,0,88.9,11.1,7,6,20,51,3386,74.5,3,0,10.7,0,0,11.7,73.5,3,0,10.7,0,0,10.4,2.4,86.3,5.2,0,18.7,0,1.5,26.5,7,6,20,053,3386,2.3,20.7,15.7,41.3,11.4,8.6,44.6,55.4,9.2,7,6,51,2404,1,11.4,19.8,40.3,27.9,19944172.83
34,1864,100,707,1,10/1/24 17:34,52,26,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,-1,1,1,1,-1,0,1,0,0,1,0,0,-1,1,-1,2,2,0,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,30,0,30,20,20,0,2,2,0,1,1,2,2,0,1,-1,2,2,2,4,0,0,0,1,5,POOR-W01-GHP,45.4758,-123,4.6371,0,8,4,24,51,2432,6.3,2.4,2.5,1,9.3,2.2,76.6,23.4,8,4,24,51,2543,82,4.2,0,3.2,0,3.1,7.4,71.6,4.2,0,3.2,0,1,6.7,13.6,89.4,4.8,5.4,4.1,0,4.5,28.4,8,4,24,051,2543,1.9,10.9,47.6,32.8,6.6,0,52.9,47.1,11,8,4,51,2056,0,5.3,28.2,40.2,26,8465182.576
35,3522,100,336,1,10/8/24 20:20,0,104,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,2,1,-1,1,0,-1,2,0,1,1,-1,0,-1,1,1,-1,0,2,1,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,1,1,1,1,0,0,0,0,0,2,13,0,5,30,50,0,2,2,-1,1,0,0,1,0,0,0,1,1,2,2,1,0,0,0,7,POOR-S01-GBP,45.472,-123,1.0081,0.6048,7,6,20,51,3269,3.1,2.7,1.2,1.9,1.8,0,88.9,11.1,7,6,20,51,3386,74.5,3,0,10.7,0,0,11.7,73.5,3,0,10.7,0,0,10.4,2.4,86.3,5.2,0,18.7,0,1.5,26.5,7,6,20,064,3386,2.3,20.7,15.7,41.3,11.4,8.6,44.6,55.4,9.2,7,6,51,2404,1,11.4,19.8,40.3,27.9,19944172.83
37,477,100,670,1,10/23/24 19:04,104,26,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,-1,0,1,2,-1,2,1,0,2,-1,-1,2,-1,0,2,1,2,-1,-1,1,2,2,0,1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,1,0,1,1,1,0,50,5,10,15,10,10,0,2,2,-1,1,0,1,2,-1,0,-1,2,2,2,5,1,0,0,0,2,POOR-W13-BLP,45.5558,-123,6.8548,0,9,2,33,67,10179,4.4,2.8,1.5,1.8,1,0,88.6,11.4,9,2,33,67,10179,41.4,2.2,0,44.7,0,5.2,6.4,36.6,2.2,0,44.7,0,1,3,12.8,47.6,2.7,1,47.3,0,8.2,63.4,9,2,33,067,10179,6.6,21.6,25.2,41.1,3.7,1.8,49.2,50.8,5.3,9,2,67,6638,1.9,12.7,22.5,30.2,32.8,206228433.4
38,1916,100,1122,1,10/23/24 19:04,104,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,-99,-99,-99,-99,1,1,1,2,-1,1,1,-1,1,1,1,-1,-1,2,-1,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,0,1,1,1,1,-1,1,-1,1,1,1,3,1,0,0,0,5,POOR-W01-GHP,45.4758,-123,4.6371,0,8,4,24,51,2432,6.3,2.4,2.5,1,9.3,2.2,76.6,23.4,8,4,24,51,2543,82,4.2,0,3.2,0,3.1,7.4,71.6,4.2,0,3.2,0,1,6.7,13.6,89.4,4.8,5.4,4.1,0,4.5,28.4,8,4,24,071,2543,1.9,10.9,47.6,32.8,6.6,0,52.9,47.1,11,8,4,51,2056,0,5.3,28.2,40.2,26,8465182.576
39,3519,100,193,1,10/23/24 19:04,6,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,-99,-99,-99,-99,-1,0,1,1,0,-1,1,-1,1,1,0,0,-1,2,-1,2,2,2,2,2,2,2,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,1,0,5,5,0,10,10,70,0,2,2,1,-1,2,2,2,-1,2,-1,2,2,2,3,1,0,0,0,7,POOR-S01-GBP,45.472,-123,1.0081,0.6048,7,6,20,51,3269,3.1,2.7,1.2,1.9,1.8,0,88.9,11.1,7,6,20,51,3386,74.5,3,0,10.7,0,0,11.7,73.5,3,0,10.7,0,0,10.4,2.4,86.3,5.2,0,18.7,0,1.5,26.5,7,6,20,063,3386,2.3,20.7,15.7,41.3,11.4,8.6,44.6,55.4,9.2,7,6,51,2404,1,11.4,19.8,40.3,27.9,19944172.83
40,3511,100,327,1,10/23/24 19:04,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-1,1,2,1,-1,-1,1,-1,2,-1,-1,1,-1,-1,-1,2,2,1,-1,2,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,0,0,1,1,0,0,30,0,30,30,10,0,2,2,0,-1,1,2,2,1,0,-1,2,1,2,5,0,1,0,0,7,POOR-S01-GBP,45.472,-123,1.0081,0.6048,7,6,20,51,3269,3.1,2.7,1.2,1.9,1.8,0,88.9,11.1,7,6,20,51,3386,74.5,3,0,10.7,0,0,11.7,73.5,3,0,10.7,0,0,10.4,2.4,86.3,5.2,0,18.7,0,1.5,26.5,7,6,20,060,3386,2.3,20.7,15.7,41.3,11.4,8.6,44.6,55.4,9.2,7,6,51,2404,1,11.4,19.8,40.3,27.9,19944172.83
41,1924,100,297,1,10/23/24 19:04,52,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,-99,-99,-99,-99,-1,0,0,1,0,-1,1,-1,0,2,0,0,-1,-1,-1,2,2,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,10,0,50,20,20,0,2,2,1,0,1,1,1,-1,1,-1,1,1,1,5,1,0,0,0,5,POOR-W01-GHP,45.4758,-123,4.6371,0,8,4,24,51,2432,6.3,2.4,2.5,1,9.3,2.2,76.6,23.4,8,4,24,51,2543,82,4.2,0,3.2,0,3.1,7.4,71.6,4.2,0,3.2,0,1,6.7,13.6,89.4,4.8,5.4,4.1,0,4.5,28.4,8,4,24,073,2543,1.9,10.9,47.6,32.8,6.6,0,52.9,47.1,11,8,4,51,2056,0,5.3,28.2,40.2,26,8465182.576
42,3513,100,602,1,10/23/24 19:04,0,26,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,-1,1,1,1,-1,-1,2,0,1,2,-99,0,-1,1,-1,2,2,1,1,2,2,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,1,1,1,1,0,5,5,70,10,10,0,2,2,-1,-1,2,2,0,-99,1,-1,2,2,2,5,1,0,0,0,7,POOR-S01-GBP,45.472,-123,1.0081,0.6048,7,6,20,51,3269,3.1,2.7,1.2,1.9,1.8,0,88.9,11.1,7,6,20,51,3386,74.5,3,0,10.7,0,0,11.7,73.5,3,0,10.7,0,0,10.4,2.4,86.3,5.2,0,18.7,0,1.5,26.5,7,6,20,061,3386,2.3,20.7,15.7,41.3,11.4,8.6,44.6,55.4,9.2,7,6,51,2404,1,11.4,19.8,40.3,27.9,19944172.83
43,1911,100,340,1,10/23/24 19:04,26,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,-99,-99,-99,-99,-1,0,1,1,-1,-1,2,-1,2,0,-1,2,-1,0,-1,2,2,2,0,2,1,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,20,30,5,5,30,10,0,2,2,-1,-1,2,2,1,-1,1,-1,1,2,2,4,0,1,0,0,5,POOR-W01-GHP,45.4758,-123,4.6371,0,8,4,24,51,2432,6.3,2.4,2.5,1,9.3,2.2,76.6,23.4,8,4,24,51,2543,82,4.2,0,3.2,0,3.1,7.4,71.6,4.2,0,3.2,0,1,6.7,13.6,89.4,4.8,5.4,4.1,0,4.5,28.4,8,4,24,070,2543,1.9,10.9,47.6,32.8,6.6,0,52.9,47.1,11,8,4,51,2056,0,5.3,28.2,40.2,26,8465182.576
44,73,100,338,1,10/23/24 20:41,104,104,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,-1,0,1,1,-1,-1,1,0,0,1,-1,1,-1,-1,1,1,-1,-1,-1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,17.5,67.5,5,0,5,5,0,2,2,0,0,1,2,2,-1,1,-1,2,2,2,2,1,0,0,0,1,POOR-W17-GHC,45.5978,-123,0,16.7339,10,2,37,67,1328,0,0,1,1,1,1.2,95.9,4.1,10,2,37,67,1329,75.4,0,0,0,0,7.1,17.4,73.1,0,0,0,0,0,4.1,22.6,92.8,4.5,1.1,0,0,19,26.9,10,2,37,083,1329,1.7,22,12.2,44.8,12.9,6.4,54.9,45.1,10.5,10,2,67,910,7,29,35.2,16.4,12.4,696767837.2
45,496,100,514,1,10/23/24 22:07,104,104,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,-1,0,0,1,-1,-1,0,-1,1,1,1,-1,-1,1,-1,2,2,1,2,2,0,2,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,1,0,35,15,20,20,5,5,0,1,2,0,0,1,2,1,-1,2,-1,1,2,2,1,0,1,0,0,2,POOR-W13-BLP,45.5558,-123,6.8548,0,9,2,33,67,10179,4.4,2.8,1.5,1.8,1,0,88.6,11.4,9,2,33,67,10179,41.4,2.2,0,44.7,0,5.2,6.4,36.6,2.2,0,44.7,0,1,3,12.8,47.6,2.7,1,47.3,0,8.2,63.4,9,2,33,071,10179,6.6,21.6,25.2,41.1,3.7,1.8,49.2,50.8,5.3,9,2,67,6638,1.9,12.7,22.5,30.2,32.8,206228433.4
46,527,100,386,1,10/24/24 8:57,104,6,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,-1,1,2,1,-1,0,2,-1,2,0,-1,2,1,0,-1,2,2,2,-1,2,2,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,10,10,15,0,45,20,0,2,2,1,0,1,1,1,-1,1,-1,2,2,2,3,0,0,1,0,2,POOR-W13-BLP,45.5558,-123,6.8548,0,9,2,33,67,10179,4.4,2.8,1.5,1.8,1,0,88.6,11.4,9,2,33,67,10179,41.4,2.2,0,44.7,0,5.2,6.4,36.6,2.2,0,44.7,0,1,3,12.8,47.6,2.7,1,47.3,0,8.2,63.4,9,2,33,078,10179,6.6,21.6,25.2,41.1,3.7,1.8,49.2,50.8,5.3,9,2,67,6638,1.9,12.7,22.5,30.2,32.8,206228433.4
47,62,100,568,1,10/24/24 14:53,6,104,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,-1,0,0,1,0,-1,1,-1,1,1,0,0,0,0,1,2,2,-1,0,1,2,2,1,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,0,70,10,10,10,0,0,0,2,2,2,0,0,2,2,-1,2,-1,2,2,2,2,1,0,0,0,1,POOR-W17-GHC,45.5978,-123,0,16.7339,10,2,37,67,1328,0,0,1,1,1,1.2,95.9,4.1,10,2,37,67,1329,75.4,0,0,0,0,7.1,17.4,73.1,0,0,0,0,0,4.1,22.6,92.8,4.5,1.1,0,0,19,26.9,10,2,37,081,1329,1.7,22,12.2,44.8,12.9,6.4,54.9,45.1,10.5,10,2,67,910,7,29,35.2,16.4,12.4,696767837.2
48,00574j,100,778,1,10/24/24 16:51,104,104,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,-1,1,1,1,-1,-1,1,-1,2,1,0,0,-1,1,-1,2,2,1,0,2,2,2,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,1,1,1,1,1,1,0,15,15,10,15,15,15,15,2,2,-1,-1,2,2,1,-1,2,-1,2,2,2,5,0,1,0,0,2,POOR-W13-BLP,45.5558,-123,6.8548,0,9,2,33,67,10179,4.4,2.8,1.5,1.8,1,0,88.6,11.4,9,2,33,67,10179,41.4,2.2,0,44.7,0,5.2,6.4,36.6,2.2,0,44.7,0,1,3,12.8,47.6,2.7,1,47.3,0,8.2,63.4,9,2,33,087,10179,6.6,21.6,25.2,41.1,3.7,1.8,49.2,50.8,5.3,9,2,67,6638,1.9,12.7,22.5,30.2,32.8,206228433.4
